GeneID	log2(FC)
FBgn0033458	0.681584795494053
FBgn0033302	-0.306000981488081
FBgn0031973	-0.305516729172053
FBgn0034523	0.421585786551543
FBgn0020249	0.32623884609601
FBgn0030685	-0.291333850375683
FBgn0002945	-0.668207810526179
FBgn0030960	-0.414119676823941
FBgn0038349	-0.322229648695342
FBgn0026418	-0.251286394646254
FBgn0086253	0.330644679004284
FBgn0030485	0.432167144213029
FBgn0053181	-0.462223616577094
FBgn0004687	-0.261772824375886
FBgn0063923	-0.501308721747296
FBgn0026323	-0.298600694817934
FBgn0031220	0.278932269676382
FBgn0036354	-0.343457108982447
FBgn0035262	-0.446160491684794
FBgn0040765	0.385956026234137
FBgn0026409	-0.316822081070448
FBgn0260746	0.350869153849561
FBgn0034644	-0.318615098289631
FBgn0004456	-0.28958297701662
FBgn0031990	-0.276222032617365
FBgn0039094	-0.681822984706547
FBgn0038453	0.301815944133813
FBgn0035769	-0.326990920925676
FBgn0031968	0.573325924810674
FBgn0085334	-0.679951481808469
FBgn0026143	-0.393197815007813
FBgn0031097	-0.538915688446366
FBgn0035295	0.335137805963393
FBgn0020633	0.381210047091923
FBgn0010551	0.27125266159842
FBgn0030051	0.664054081005229
FBgn0004066	0.331605790041952
FBgn0036702	0.251216638743842
FBgn0004865	-0.594627675498889
FBgn0038484	-0.678271868167996
FBgn0011659	-0.328163550128448
FBgn0014141	-0.373455565257195
FBgn0035287	-0.606994315674314
FBgn0028399	-0.303544624581933
FBgn0033204	-0.377930011492742
FBgn0261283	-0.277936475856862
FBgn0030077	-0.371918592368153
FBgn0026380	0.315353715300062
FBgn0034139	0.665567962107591
FBgn0030403	-0.307788879796116
FBgn0031304	-0.279709041952431
FBgn0033032	0.38568857495612
FBgn0016754	-0.325568614753465
FBgn0034643	-0.284291440409206
FBgn0062978	-0.673573715937156
FBgn0028690	0.25667126228346
FBgn0053056	-0.420711986743505
FBgn0060296	0.536952821846343
FBgn0034390	0.589793752400003
FBgn0016032	0.434762170487649
FBgn0040373	0.556608901239455
FBgn0031540	-0.43239363506315
FBgn0030588	0.473451271163261
FBgn0031048	0.330699976584173
FBgn0020545	-0.303739059149317
FBgn0034418	0.274560817734106
FBgn0025390	0.52914043281216
FBgn0261931	0.298752380136575
FBgn0004870	0.548956742170701
FBgn0032805	0.475769963623428
FBgn0025571	-0.273287811613074
FBgn0030412	-0.285766622257147
FBgn0261053	0.525983780217767
FBgn0036893	0.44298782317648
FBgn0036101	-0.439708576129973
FBgn0264699	0.632270581287415
FBgn0085450	-0.391711323438222
FBgn0034447	-0.306151864006529
FBgn0263200	-0.32439098949545
FBgn0004133	-0.293199040328022
FBgn0250732	-0.289493511740669
FBgn0003575	-0.315044305255032
FBgn0260632	-0.280515607892276
FBgn0261789	0.303556530334074
FBgn0039467	-0.329851024878605
FBgn0036199	-0.334216833287908
FBgn0035167	0.554685140333338
FBgn0250757	0.561294593444707
FBgn0000244	-0.374456511353622
FBgn0035204	-0.331295553753024
FBgn0037757	0.295521672849411
FBgn0011236	-0.308519937645781
FBgn0040070	0.297757893410823
FBgn0017551	0.384529220392154
FBgn0030612	-0.426909648756106
FBgn0265523	-0.344098592208324
FBgn0029895	0.531259038656557
FBgn0262945	0.578595680964555
FBgn0030243	-0.279494342372489
FBgn0261989	0.641394455897795
FBgn0259228	-0.27062024636767
FBgn0039385	0.297273714779565
FBgn0002773	-0.632071743477724
FBgn0000547	0.440598217246482
FBgn0038145	-0.268749694347384
FBgn0020887	-0.297759456856921
FBgn0083983	0.547330185048417
FBgn0260768	0.438655387901729
FBgn0033541	0.650801246395533
FBgn0035023	-0.331840934710789
FBgn0034417	-0.433672708648526
FBgn0263197	-0.270077028358678
FBgn0032202	-0.410945497993571
FBgn0052251	-0.387697689011357
FBgn0010909	-0.261446665688032
FBgn0033663	0.241921569367016
FBgn0041171	-0.257698659907541
FBgn0003308	-0.440702236794415
FBgn0032603	-0.409220988192367
FBgn0027550	-0.411929536354371
FBgn0035267	0.634036977786974
FBgn0004597	0.385625699160348
FBgn0033357	0.344628736345638
